timestamp,value
2021-06-10 14:36:34,18.8
2021-06-10 15:06:34,19.2
2021-06-10 15:36:34,20
2021-06-10 16:06:34,20.9
2021-06-10 16:36:34,20.8
2021-06-10 17:06:34,20.7
2021-06-10 17:36:34,20.7
2021-06-10 18:06:34,20.7
2021-06-10 18:36:34,20.7
2021-06-10 19:06:34,20.6
2021-06-10 19:36:34,20.2
2021-06-10 20:06:34,19.7
2021-06-10 20:36:34,19.3
2021-06-10 21:06:34,19
2021-06-10 21:36:34,18.6
2021-06-10 22:06:34,18.2
2021-06-10 22:36:34,17.7
2021-06-10 23:06:34,17.3
2021-06-10 23:36:34,16.9
2021-06-11 00:06:34,16.4
2021-06-11 00:36:34,16.5
2021-06-11 01:06:34,17
2021-06-11 01:36:34,16.8
2021-06-11 02:06:34,16.7
2021-06-11 02:36:34,16.6
2021-06-11 03:06:34,16.6
2021-06-11 03:36:34,16.6
2021-06-11 04:06:34,16.7
2021-06-11 04:36:34,16.8
2021-06-11 05:06:34,16.9
2021-06-11 05:36:34,17
2021-06-11 06:06:34,17.1
2021-06-11 06:36:34,17.1
2021-06-11 07:06:34,17.2
2021-06-11 07:36:34,17.4
2021-06-11 08:06:34,17.5
2021-06-11 08:36:34,17.6
2021-06-11 09:06:34,17.7
2021-06-11 09:36:34,18
2021-06-11 10:06:34,18.8
2021-06-11 10:36:34,18.9
2021-06-11 11:06:34,18.9
2021-06-11 11:36:34,18.9
2021-06-11 12:06:34,18.9
2021-06-11 12:36:34,19
2021-06-11 13:06:34,19.3
2021-06-11 13:36:34,20.2
2021-06-11 14:06:34,21.2
2021-06-11 14:36:34,21.1
2021-06-11 15:06:34,21.1
2021-06-11 15:36:34,21
2021-06-11 16:06:34,20.9
2021-06-11 16:36:34,20.6
2021-06-11 17:06:34,20.4
2021-06-11 17:36:34,20.3
2021-06-11 18:06:34,20.1
2021-06-11 18:36:34,20
2021-06-11 19:06:34,19.7
2021-06-11 19:36:34,19.3
2021-06-11 20:06:34,18.9
2021-06-11 20:36:34,18.5
2021-06-11 21:06:34,18.2
2021-06-11 21:36:34,17.8
2021-06-11 22:06:34,17.4
2021-06-11 22:36:34,16.9
2021-06-11 23:06:34,16.4
2021-06-11 23:36:34,15.9
2021-06-12 00:06:34,15.6
2021-06-12 00:36:34,15.5
2021-06-12 01:06:34,15.5
2021-06-12 01:36:34,15.6
2021-06-12 02:06:34,15.8
2021-06-12 02:36:34,15.9
2021-06-12 03:06:34,16.1
2021-06-12 03:36:34,16.2
2021-06-12 06:05:57,16.7
2021-06-12 06:35:57,16.8
2021-06-12 07:05:57,17
2021-06-12 07:35:57,17.1
2021-06-12 08:05:57,17.3
2021-06-12 08:35:57,17.6
2021-06-12 09:05:57,17.8
2021-06-12 09:35:57,18.1
2021-06-12 10:05:57,18.3
2021-06-12 10:35:57,18.5
2021-06-12 11:05:57,18.7
2021-06-12 11:35:57,19
2021-06-12 12:05:57,19.2
2021-06-12 12:35:57,19.4
2021-06-12 13:05:57,19.5
2021-06-12 13:35:57,19.7
2021-06-12 14:05:57,19.9
2021-06-12 14:35:57,20.1
2021-06-12 15:05:57,20.3
2021-06-12 15:35:57,20.5
2021-06-12 16:05:57,20.7
2021-06-12 16:35:57,20.9
2021-06-12 17:05:57,21
2021-06-12 17:35:57,21.2
2021-06-12 18:05:57,21.3
2021-06-12 18:35:57,21.5
2021-06-12 19:05:57,21.6
2021-06-12 19:35:57,21.7
2021-06-12 20:05:57,21.9
2021-06-12 20:35:57,22
2021-06-12 21:05:57,22.1
2021-06-12 21:35:57,22.1
2021-06-12 22:05:57,22.2
2021-06-12 22:35:57,22.3
2021-06-12 23:05:57,22.4
2021-06-12 23:35:57,22.4
2021-06-13 00:05:57,22.5
2021-06-13 00:35:57,22.5
2021-06-13 01:05:57,22.6
2021-06-13 01:35:57,22.6
2021-06-13 02:05:57,22.7
2021-06-13 02:35:57,22.7
2021-06-13 03:05:57,22.7
2021-06-13 03:35:57,22.7
2021-06-13 04:05:57,22.7
2021-06-13 04:35:57,22.8
2021-06-13 05:05:57,22.8
2021-06-13 05:35:57,22.8
2021-06-13 06:05:57,22.8
2021-06-13 06:35:57,22.9
2021-06-13 07:05:57,22.9
2021-06-13 07:35:57,22.9
2021-06-13 08:05:57,23
2021-06-13 08:35:57,23
2021-06-13 09:05:57,23
2021-06-13 09:35:57,23.1
2021-06-13 10:05:57,23.1
2021-06-13 10:35:57,23.2
2021-06-13 11:05:57,23.2
2021-06-13 11:35:57,23.3
2021-06-13 12:05:57,23.3
2021-06-13 12:35:57,23.4
2021-06-13 13:05:57,23.4
2021-06-13 13:35:57,23.5
2021-06-13 14:05:57,23.6
2021-06-13 14:35:57,23.6
2021-06-13 15:05:57,23.7
2021-06-13 15:35:57,23.8
2021-06-13 16:05:57,23.9
2021-06-13 16:35:57,24
2021-06-13 17:05:57,24.1
2021-06-13 17:35:57,24.2
2021-06-13 18:05:57,24.2
2021-06-13 18:35:57,24.3
2021-06-13 19:05:57,24.3
2021-06-13 19:35:57,24.4
2021-06-13 20:05:57,24.4
2021-06-13 20:35:57,24.4
2021-06-13 21:05:57,24.4
2021-06-13 21:35:57,24.4
2021-06-13 22:05:57,24.4
2021-06-13 22:35:57,24.4
2021-06-13 23:05:57,24.4
2021-06-13 23:35:57,24.4
2021-06-14 00:05:57,24.3
2021-06-14 00:35:57,24.3
2021-06-14 01:05:57,24.2
2021-06-14 01:35:57,24.2
2021-06-14 02:05:57,24.1
2021-06-14 02:35:57,24.1
2021-06-14 03:05:57,24
2021-06-14 03:35:57,23.9
2021-06-14 04:05:57,23.8
2021-06-14 04:35:57,23.7
2021-06-14 05:05:57,23.6
2021-06-14 05:35:57,23.5
2021-06-14 06:05:57,23.4
2021-06-14 06:35:57,23.6
2021-06-14 07:05:57,23.8
2021-06-14 07:35:57,23.5
2021-06-14 08:05:57,23.1
2021-06-14 08:35:57,22.7
2021-06-14 09:05:57,22.4
2021-06-14 09:35:57,22.1
2021-06-14 10:05:57,22.2
2021-06-14 10:35:57,23.4
2021-06-14 11:05:57,23.5
2021-06-14 11:35:57,23.2
2021-06-14 12:05:57,22.8
2021-06-14 12:35:57,22.6
2021-06-14 13:05:57,22.3
2021-06-14 13:35:57,22.1
2021-06-14 14:05:57,21.9
2021-06-14 14:35:57,21.7
2021-06-14 15:05:57,21.5
2021-06-14 15:35:57,21.3
2021-06-14 16:05:57,21.1
2021-06-14 16:35:57,20.7
2021-06-14 17:05:57,20.4
2021-06-14 17:35:57,20.2
2021-06-14 18:05:57,21.1
2021-06-14 18:35:57,22.2
2021-06-14 19:05:57,21.8
2021-06-14 19:35:57,21.1
2021-06-14 20:05:57,20.5
2021-06-14 20:35:57,20
2021-06-14 21:05:57,19.6
2021-06-14 21:35:57,19.1
2021-06-14 22:05:57,18.6
2021-06-14 22:35:57,18
2021-06-14 23:05:57,17.6
2021-06-14 23:35:57,17
2021-06-15 00:05:57,17.7
2021-06-15 00:35:57,18.8
2021-06-15 01:05:57,19.6
2021-06-15 01:35:57,20.4
2021-06-15 02:05:57,20.4
2021-06-15 02:35:57,20
2021-06-15 03:05:57,19.8
2021-06-15 03:35:57,19.7
2021-06-15 04:05:57,19.6
2021-06-15 04:35:57,19.7
2021-06-15 05:05:57,19.7
2021-06-15 05:35:57,19.7
2021-06-15 06:05:57,19.8
2021-06-15 06:35:57,19.7
2021-06-15 07:05:57,19.6
2021-06-15 07:35:57,19.5
2021-06-15 08:05:57,19.5
2021-06-15 08:35:57,19.5
2021-06-15 09:05:57,19.4
2021-06-15 09:35:57,19.3
2021-06-15 10:05:57,19.2
2021-06-15 10:35:57,19
2021-06-15 11:05:57,19
2021-06-15 11:35:57,19
2021-06-15 12:05:57,19.1
2021-06-15 12:35:57,19.1
2021-06-15 13:05:57,19.2
2021-06-15 13:35:57,20.3
2021-06-15 14:05:57,21.5
2021-06-15 14:35:57,21.4
2021-06-15 15:05:57,21.2
2021-06-15 15:35:57,21
2021-06-15 16:05:57,20.9
2021-06-15 16:35:57,20.7
2021-06-15 17:05:57,20.4
2021-06-15 17:35:57,20.1
2021-06-15 18:05:57,20
2021-06-15 18:35:57,19.9
2021-06-15 19:05:57,19.7
2021-06-15 19:35:57,19.3
2021-06-15 20:05:57,18.9
2021-06-15 20:35:57,19.9
2021-06-15 21:05:57,20.9
2021-06-15 21:35:57,21.5
2021-06-15 22:05:57,21.8
2021-06-15 22:35:57,21.6
2021-06-15 23:05:57,21.4
2021-06-15 23:35:57,21.3
2021-06-16 00:05:57,21.2
2021-06-16 00:35:57,21.2
2021-06-16 01:05:57,21.2
2021-06-16 01:35:57,21.2
2021-06-16 02:05:57,21.4
2021-06-16 02:35:57,21.4
2021-06-16 03:05:57,21.4
2021-06-16 03:35:57,21.4
2021-06-16 04:05:57,21.5
2021-06-16 04:35:57,21.6
2021-06-16 05:05:57,21.7
2021-06-16 05:35:57,21.7
2021-06-16 06:05:57,21.8
2021-06-16 06:35:57,21.7
2021-06-16 07:05:57,21.5
2021-06-16 07:35:57,21.4
2021-06-16 08:05:57,21.3
2021-06-16 08:35:57,21
2021-06-16 09:05:57,20.8
2021-06-16 09:35:57,20.7
2021-06-16 10:05:57,20.9
2021-06-16 10:35:57,21.6
2021-06-16 11:05:57,21.8
2021-06-16 11:35:57,21.7
2021-06-16 12:05:57,21.5
2021-06-16 12:35:57,21.4
2021-06-16 13:05:57,21.2
2021-06-16 13:35:57,21.1
2021-06-16 14:05:57,20.9
2021-06-16 14:35:57,20.8
2021-06-16 15:05:57,20.6
2021-06-16 15:35:57,20.5
2021-06-16 16:05:57,20.4
2021-06-16 16:35:57,20.2
2021-06-16 17:05:57,20
2021-06-16 17:35:57,19.9
2021-06-16 18:05:57,19.8
2021-06-16 18:35:57,19.7
2021-06-16 19:05:57,19.4
2021-06-16 19:35:57,19.1
2021-06-16 20:05:57,18.7
2021-06-16 20:35:57,18.9
2021-06-16 21:05:57,19.8
2021-06-16 21:35:57,20.8
2021-06-16 22:05:57,20.9
2021-06-16 22:35:57,20.9
2021-06-16 23:05:57,20.8
2021-06-16 23:35:57,20.9
2021-06-17 00:05:57,20.9
2021-06-17 00:35:57,21
2021-06-17 01:05:57,21.1
2021-06-17 01:35:57,21.2
2021-06-17 02:05:57,21.3
2021-06-17 02:35:57,21.4
2021-06-17 03:05:57,21.4
2021-06-17 03:35:57,21.5
2021-06-17 04:05:57,21.6
2021-06-17 04:35:57,21.7
2021-06-17 05:05:57,21.7
2021-06-17 05:35:57,21.7
2021-06-17 06:05:57,21.6
2021-06-17 06:35:57,21.5
2021-06-17 07:05:57,21.2
2021-06-17 07:35:57,20.8
2021-06-17 08:05:57,20.4
2021-06-17 08:35:57,20.1
2021-06-17 09:05:57,19.8
2021-06-17 09:35:57,19.6
2021-06-17 10:05:57,19.3
2021-06-17 10:35:57,19.2
2021-06-17 11:05:57,19
2021-06-17 11:35:57,18.9
2021-06-17 12:05:57,18.9
2021-06-17 12:35:57,18.9
2021-06-17 13:05:57,18.9
2021-06-17 13:35:57,18.9
2021-06-17 14:05:57,18.8
2021-06-17 14:35:57,18.7
2021-06-17 15:05:57,18.6
2021-06-17 15:35:57,18.5
2021-06-17 16:05:57,18.5
2021-06-17 16:35:57,18.5
2021-06-17 17:05:57,18.5
2021-06-17 17:35:57,18.5
2021-06-17 18:05:57,18.6
2021-06-17 18:35:57,18.6
2021-06-17 19:05:57,18.4
2021-06-17 19:35:57,18.2
2021-06-17 20:05:57,17.8
2021-06-17 20:35:57,17.5
2021-06-17 21:05:57,17.2
2021-06-17 21:35:57,17.4
2021-06-17 22:05:57,19.1
2021-06-17 22:35:57,20.6
2021-06-17 23:05:57,21.4
2021-06-17 23:35:57,22.3
2021-06-18 00:05:57,22.2
2021-06-18 00:35:57,22.1
2021-06-18 01:05:57,22
2021-06-18 01:35:57,22
2021-06-18 02:05:57,21.9
2021-06-18 02:35:57,21.9
2021-06-18 03:05:57,21.9
2021-06-18 03:35:57,22
2021-06-18 04:05:57,22
2021-06-18 04:35:57,22.1
2021-06-18 05:05:57,22.1
2021-06-18 05:35:57,22.1
2021-06-18 06:05:57,22.1
2021-06-18 06:35:57,22
2021-06-18 07:05:57,21.8
2021-06-18 07:35:57,21.6
2021-06-18 08:05:57,21.4
2021-06-18 08:35:57,21.2
2021-06-18 09:05:57,21
2021-06-18 09:35:57,20.8
2021-06-18 10:05:57,20.6
2021-06-18 10:35:57,20.3
2021-06-18 11:05:57,20
2021-06-18 11:35:57,19.8
2021-06-18 12:05:57,19.7
2021-06-18 12:35:57,19.6
2021-06-18 13:05:57,19.6
2021-06-18 13:35:57,19.5
2021-06-18 14:05:57,19.5
2021-06-18 14:35:57,19.4
2021-06-18 15:05:57,19.4
2021-06-18 15:35:57,19.4
2021-06-18 16:05:57,19.4
2021-06-18 16:35:57,19.2
2021-06-18 17:05:57,18.9
2021-06-18 17:35:57,18.8
2021-06-18 18:05:57,18.7
2021-06-18 18:35:57,18.7
2021-06-18 19:05:57,18.4
2021-06-18 19:35:57,18.1
2021-06-18 20:05:57,17.9
2021-06-18 20:35:57,18.1
2021-06-18 21:05:57,19.3
2021-06-18 21:35:57,20
2021-06-18 22:05:57,20.8
2021-06-18 22:35:57,20.7
2021-06-18 23:05:57,20.7
2021-06-18 23:35:57,20.7
2021-06-19 00:05:57,20.7
2021-06-19 00:35:57,20.8
2021-06-19 01:05:57,20.8
2021-06-19 01:35:57,20.9
2021-06-19 02:05:57,21
2021-06-19 02:35:57,21.1
2021-06-19 03:05:57,21.2
2021-06-19 03:35:57,21.2
2021-06-19 04:05:57,21.3
2021-06-19 04:35:57,21.3
2021-06-19 05:05:57,21.4
2021-06-19 05:35:57,21.4
2021-06-19 06:05:57,21.5
2021-06-19 06:35:57,21.4
2021-06-19 07:05:57,21.4
2021-06-19 07:35:57,21.2
2021-06-19 08:05:57,21.1
2021-06-19 08:35:57,21
2021-06-19 09:05:57,20.8
2021-06-19 09:35:57,20.7
2021-06-19 10:05:57,20.5
2021-06-19 10:35:57,20.4
2021-06-19 11:05:57,20.3
2021-06-19 11:35:57,20.3
2021-06-19 12:05:57,21
2021-06-19 12:35:57,21.7
2021-06-19 13:05:57,21.7
2021-06-19 13:35:57,21.7
2021-06-19 14:05:57,21.7
2021-06-19 14:35:57,21.7
2021-06-19 15:05:57,21.8
2021-06-19 15:35:57,21.9
2021-06-19 16:05:57,22.1
2021-06-19 16:35:57,22.2
2021-06-19 17:05:57,22.4
2021-06-19 17:35:57,22.5
2021-06-19 18:05:57,22.6
2021-06-19 18:35:57,22.8
2021-06-19 19:05:57,22.9
2021-06-19 19:35:57,23
2021-06-19 20:05:57,23.1
2021-06-19 20:35:57,23.2
2021-06-19 21:05:57,23.4
2021-06-19 21:35:57,23.5
2021-06-19 22:05:57,23.6
2021-06-19 22:35:57,23.6
2021-06-19 23:05:57,23.7
2021-06-19 23:35:57,23.8
2021-06-20 00:05:57,23.9
2021-06-20 00:35:57,23.9
2021-06-20 01:05:57,24
2021-06-20 01:35:57,24.1
2021-06-20 02:05:57,24.1
2021-06-20 02:35:57,24.2
2021-06-20 03:05:57,24.2
2021-06-20 03:35:57,24.3
2021-06-20 04:05:57,24.3
2021-06-20 04:35:57,24.3
2021-06-20 05:05:57,24.3
2021-06-20 05:35:57,24.4
2021-06-20 06:05:57,24.4
2021-06-20 06:35:57,24.5
2021-06-20 07:05:57,24.5
2021-06-20 07:35:57,24.5
2021-06-20 08:05:57,24.5
2021-06-20 08:35:57,24.5
2021-06-20 09:05:57,24.6
2021-06-20 09:35:57,24.6
2021-06-20 10:05:57,24.6
2021-06-20 10:35:57,24.7
2021-06-20 11:05:57,24.7
2021-06-20 11:35:57,24.7
2021-06-20 12:05:57,24.8
2021-06-20 12:35:57,24.8
2021-06-20 13:05:57,24.8
2021-06-20 13:35:57,24.9
2021-06-20 14:05:57,25
2021-06-20 14:35:57,25
2021-06-20 15:05:57,24.9
2021-06-20 15:35:57,24.6
2021-06-20 16:05:57,24.2
2021-06-20 16:35:57,23.7
2021-06-20 17:05:57,23
2021-06-20 17:35:57,22.4
2021-06-20 18:05:57,21.8
2021-06-20 18:35:57,21.3
2021-06-20 19:05:57,20.8
2021-06-20 19:35:57,20.2
2021-06-20 20:05:57,19.7
2021-06-20 20:35:57,19.3
2021-06-20 21:05:57,18.9
2021-06-20 21:35:57,18.4
2021-06-20 22:05:57,18
2021-06-20 22:35:57,17.8
2021-06-20 23:05:57,18.2
2021-06-20 23:35:57,18.9
2021-06-21 00:05:57,19.6
2021-06-21 00:35:57,19.6
2021-06-21 01:05:57,19.5
2021-06-21 01:35:57,19.4
2021-06-21 02:05:57,19.4
2021-06-21 02:35:57,19.4
2021-06-21 03:05:57,19.4
2021-06-21 03:35:57,19.5
2021-06-21 04:05:57,19.5
2021-06-21 04:35:57,19.5
2021-06-21 05:05:57,19.4
2021-06-21 05:35:57,19.4
2021-06-21 06:05:57,19.4
2021-06-21 06:35:57,19.4
2021-06-21 07:05:57,19.3
2021-06-21 07:35:57,19.2
2021-06-21 08:05:57,19.1
2021-06-21 08:35:57,19.1
2021-06-21 09:05:57,19.1
2021-06-21 09:35:57,19.1
2021-06-21 10:05:57,19.1
2021-06-21 10:35:57,19
2021-06-21 11:05:57,19
2021-06-21 11:35:57,19.1
2021-06-21 12:05:57,19.1
2021-06-21 12:35:57,19.1
2021-06-21 13:05:57,19
2021-06-21 13:35:57,19
2021-06-21 14:05:57,19.5
2021-06-21 14:35:57,19.2
2021-06-21 15:05:57,18.9
2021-06-21 15:35:57,18.5
2021-06-21 16:05:57,18.1
2021-06-21 16:35:57,17.7
2021-06-21 17:05:57,17.3
2021-06-21 17:35:57,16.9
2021-06-21 18:05:57,16.6
2021-06-21 18:35:57,18
2021-06-21 19:05:57,18.9
2021-06-21 19:35:57,18.5
2021-06-21 20:05:57,18.1
2021-06-21 20:35:57,17.8
2021-06-21 21:05:57,17.6
2021-06-21 21:35:57,17.3
2021-06-21 22:05:57,17
2021-06-21 22:35:57,16.6
2021-06-21 23:05:57,16.2
2021-06-21 23:35:57,16.6
2021-06-22 00:05:57,18
2021-06-22 00:35:57,18.7
2021-06-22 01:05:57,19.4
2021-06-22 01:35:57,19.3
2021-06-22 02:05:57,19.1
2021-06-22 02:35:57,19
2021-06-22 03:05:57,18.9
2021-06-22 03:35:57,18.9
2021-06-22 04:05:57,18.9
2021-06-22 04:35:57,18.9
2021-06-22 05:05:57,19
2021-06-22 05:35:57,19.1
2021-06-22 06:05:57,19.1
2021-06-22 06:35:57,19.1
2021-06-22 07:05:57,19.2
2021-06-22 07:35:57,19.2
2021-06-22 08:05:57,19
2021-06-22 08:35:57,18.7
2021-06-22 09:05:57,18.4
2021-06-22 09:35:57,18.1
2021-06-22 10:05:57,18
2021-06-22 10:35:57,17.9
2021-06-22 11:05:57,17.9
2021-06-22 11:35:57,18
2021-06-22 12:05:57,18
2021-06-22 12:35:57,17.9
2021-06-22 13:05:57,17.9
2021-06-22 13:35:57,17.9
2021-06-22 14:05:57,17.8
2021-06-22 14:35:57,17.7
2021-06-22 15:05:57,17.6
2021-06-22 15:35:57,17.3
2021-06-22 16:05:57,17.1
2021-06-22 16:35:57,16.9
2021-06-22 17:05:57,16.7
2021-06-22 17:35:57,16.5
2021-06-22 18:05:57,16.5
2021-06-22 18:35:57,17.9
2021-06-22 19:05:57,18.8
2021-06-22 19:35:57,18.4
2021-06-22 20:05:57,18
2021-06-22 20:35:57,17.6
2021-06-22 21:05:57,17.2
2021-06-22 21:35:57,16.9
2021-06-22 22:05:57,16.5
2021-06-22 22:35:57,16.1
2021-06-22 23:05:57,17.4
2021-06-22 23:35:57,18.7
2021-06-23 00:05:57,19.4
2021-06-23 00:35:57,20.1
2021-06-23 01:05:57,19.9
2021-06-23 01:35:57,19.7
2021-06-23 02:05:57,19.5
2021-06-23 02:35:57,19.4
2021-06-23 03:05:57,19.3
2021-06-23 03:35:57,19
2021-06-23 04:05:57,18.6
2021-06-23 04:35:57,18.2
2021-06-23 05:05:57,17.8
2021-06-23 05:35:57,17.3
2021-06-23 06:05:57,16.8
2021-06-23 06:35:57,16.4
2021-06-23 07:05:57,16.1
2021-06-23 07:35:57,16
2021-06-23 08:05:57,16.7
2021-06-23 08:35:57,16.4
2021-06-23 09:05:57,16.1
2021-06-23 09:35:57,15.7
2021-06-23 10:05:57,16
2021-06-23 10:35:57,15.8
2021-06-23 11:05:57,15.4
2021-06-23 11:35:57,15.1
2021-06-23 12:05:57,14.8
2021-06-23 12:35:57,14.7
2021-06-23 13:05:57,14.6
2021-06-23 13:35:57,15.3
2021-06-23 14:05:57,15.3
2021-06-23 14:35:57,15.3
2021-06-23 15:05:57,15.1
2021-06-23 15:35:57,14.9
2021-06-23 16:05:57,14.7
2021-06-23 16:35:57,14.5
2021-06-23 17:05:57,14.4
2021-06-23 17:35:57,14.3
2021-06-23 18:05:57,14.2
2021-06-23 18:35:57,14.3
2021-06-23 19:05:57,15
2021-06-23 19:35:57,15.2
2021-06-23 20:05:57,14.9
2021-06-23 20:35:57,14.7
2021-06-23 21:05:57,14.5
2021-06-23 21:35:57,14.3
2021-06-23 22:05:57,14
2021-06-23 22:35:57,13.8
2021-06-23 23:05:57,14.5
2021-06-23 23:35:57,14.7
2021-06-24 00:05:57,14.7
2021-06-24 00:35:57,14.7
2021-06-24 01:05:57,14.8
2021-06-24 01:35:57,14.9
2021-06-24 02:05:57,15.1
2021-06-24 02:35:57,15.2
2021-06-24 03:05:57,15.3
2021-06-24 03:35:57,15.3
2021-06-24 04:05:57,15.2
2021-06-24 04:35:57,15
2021-06-24 05:05:57,14.7
2021-06-24 05:35:57,14.5
2021-06-24 06:05:57,14.3
2021-06-24 06:35:57,14.1
2021-06-24 07:05:57,13.9
2021-06-24 07:35:57,14.6
2021-06-24 08:05:57,15
2021-06-24 08:35:57,14.8
2021-06-24 09:05:57,14.6
2021-06-24 09:35:57,14.3
2021-06-24 10:05:57,14
2021-06-24 10:35:57,14.2
2021-06-24 11:05:57,14.4
2021-06-24 11:35:57,14.2
2021-06-24 12:05:57,14.1
2021-06-24 12:35:57,13.9
2021-06-24 13:05:57,14
2021-06-24 13:35:57,14.5
2021-06-24 14:05:57,14.5
2021-06-24 14:35:57,14.6
2021-06-24 15:05:57,14.8
2021-06-24 15:35:57,14.9
2021-06-24 16:05:57,15.1
2021-06-24 16:35:57,15.3
2021-06-24 17:05:57,15.5
2021-06-24 17:35:57,15.8
2021-06-24 18:05:57,15.8
2021-06-24 18:35:57,15.7
2021-06-24 19:05:57,15.5
2021-06-24 19:35:57,15.3
2021-06-24 20:05:57,14.9
2021-06-24 20:35:57,14.6
2021-06-24 21:05:57,14.2
2021-06-24 21:35:57,13.9
2021-06-24 22:05:57,13.6
2021-06-24 22:35:57,13.3
2021-06-24 23:05:57,14
2021-06-24 23:35:57,14.8
2021-06-25 00:05:57,14.8
2021-06-25 00:35:57,14.8
2021-06-25 01:05:57,14.8
2021-06-25 01:35:57,14.9
